0.289058  21673.3  
0.328456  20292.7  
0.281738  20739.9  
0.313144  18620.6  
0.294662  21158.7  
0.327588  20000.8  
0.309719  20494  
0.309002  20719.3  
0.299974  19964.6  
0.298999  18083.5  
0.298652  19430.6  
0.279518  18249.1  
0.283807  19944.5  
0.32616  19189  
0.286152  20220.6  
0.303143  21594.9  
0.304273  20537.7  
0.272462  18224.5  
0.294632  19950.3  
0.319675  19704.8  
0.298023  18298.1  
0.308466  18565.3  
0.311663  19440  
0.313716  21837.7  
0.3019  21244.6  
0.30126  19969.8  
0.284102  18913  
0.298193  20303.4  
0.312471  20291.9  
0.314183  19038.8  
0.304875  19801.3  
0.311199  20854.1  
0.304034  18322.7  
0.327864  18163.1  
0.270382  21061.9  
0.271885  21005  
0.309043  20844.8  
0.277569  18204.6  
0.318218  18392.6  
0.295945  20301.6  
0.312052  18017  
0.303231  19220.1  
0.321395  19183.3  
0.279504  18169.9  
0.299887  20897.6  
0.270068  20037.7  
0.292785  19050.1  
0.326475  21548.9  
0.295448  21223.4  
0.305817  21188.4  
0.294602  18911.5  
0.273383  21437.9  
0.295322  20439.1  
0.3173  20599.9  
0.277468  20983.3  
0.293588  20191.3  
0.280203  18845.9  
0.274613  18817.2  
0.302122  19328  
0.326834  18044.8  
0.320506  18453.2  
0.284273  20504.4  
0.325043  19863.9  
0.272996  21292.2  
0.320627  21310.3  
0.308425  18596  
0.316874  19065.5  
0.297184  20219.5  
0.273344  20429.2  
0.296422  20435.1  
0.32847  21621.3  
0.319142  20224.1  
0.295086  18016.7  
0.275098  19715.2  
0.319617  18539.5  
0.329484  21947.5  
0.300023  18741.7  
0.301088  18371.2  
0.308827  21973  
0.329525  20537.5  
0.325011  18005  
0.318655  20308.5  
0.309906  18892.8  
0.285237  21099.5  
0.289577  20822.9  
0.323405  18388.5  
0.279181  18091.6  
0.319702  21052.5  
0.313498  19031.1  
0.320951  21636.2  
0.278305  18456.6  
0.311173  19056.6  
0.30699  18254.7  
0.306576  18591.5  
0.288062  20835.8  
0.290973  19462  
0.322252  19044.4  
0.294618  19255.8  
0.317973  19930.3  
0.310595  20389.1  
0.30138  21614.1  
0.314879  20530.3  
0.270972  20720.7  
0.318743  21453.5  
0.324669  20303.4  
0.310926  18806.9  
0.300518  18190.8  
0.276158  19268.2  
0.321887  19293.6  
0.303602  21898  
0.320067  18555.4  
0.296954  21372.6  
0.291352  20027.5  
0.308917  18837.3  
0.277574  21127.1  
0.286983  20833.1  
0.315998  19685.5  
0.322399  19997.7  
0.293575  20081.4  
0.275386  20276.9  
0.307281  20608.6  
0.29436  18008.2  
0.270864  19580.5  
0.302876  19065.4  
0.304581  18481.3  
0.275081  20140.9  
0.301883  21250.8  
0.298264  20002.5  
0.318809  19563.4  
0.278528  18755.8  
0.307537  21794.4  
0.321853  19963.2  
0.323499  21544.1  
0.301005  21560.8  
0.318473  18576.3  
0.286236  21312.7  
0.282659  19236.2  
0.299954  20288.5  
0.28738  18558.3  
0.280822  19942.1  
0.327853  21695.1  
0.288778  19073.3  
0.30252  20714.9  
0.288559  19072.9  
0.286222  21236.7  
0.308417  18824.6  
0.290767  19218.7  
0.295231  18976.2  
0.284479  18532.4  
0.314757  18206.3  
0.277708  20211.2  
0.30915  20798  
0.28196  18444.3  
0.292314  20724.1  
0.325031  21438.9  
0.284167  19879.9  
0.304699  19121.6  
0.299336  18253.4  
0.301358  19241.5  
0.301111  21413.3  
0.278121  19103.2  
0.327183  21583  
0.283714  19689.3  
0.31434  19084.8  
0.309971  21420  
0.321553  20732.5  
0.295954  19168.8  
0.305023  19691.2  
0.304608  21421.2  
0.290406  19734.4  
0.298582  19245.8  
0.276163  20959.8  
0.319499  19107.3  
0.279677  21528  
0.280546  20651.4  
0.276761  18666.9  
0.291564  20172.6  
0.305164  18148.7  
0.286252  21685.4  
0.278683  21860.1  
0.29694  19853.8  
0.296157  21692.1  
0.307445  21850  
0.275217  21100.6  
0.297936  18846  
0.293848  21692.2  
0.285077  20516.3  
0.292574  21491.6  
0.318711  19832.8  
0.306615  19808.3  
0.298084  19807.7  
0.285998  18800  
0.28496  21789.4  
0.307046  20667.8  
0.31042  19954.4  
0.294124  19259.1  
0.319539  18313.2  
0.318142  20312.7  
0.289442  20904.7  
0.289749  21470  
0.302816  20727.3  
0.288041  21426.3  
0.322592  19313.7  
0.326193  19948.3  
0.314908  19397.7  
0.275151  20496.9  
0.29618  19130.1  
0.282842  18858.7  
0.316681  19737  
0.301517  21397.8  
0.306632  20100.8  
0.309948  18369.4  
0.299066  19320.1  
0.315825  21196.7  
0.328535  19050.1  
0.310194  18917.4  
0.318816  20806.6  
0.272715  19452  
0.28348  18128.9  
0.283812  18526.8  
0.322504  19840.1  
0.315192  19008.4  
0.28041  20580  
0.28994  19310.8  
0.319853  21758.9  
0.294066  18128.8  
0.28627  20607.9  
0.283045  18909  
0.307411  20661.9  
0.307828  18925.5  
0.27157  19413.2  
0.306104  20141.5  
0.305065  18456.9  
0.283876  18884.1  
0.305993  20335.9  
0.328017  18414.1  
0.279134  18870.1  
0.328489  18355.6  
0.286169  19675.8  
0.322734  20639.3  
0.276553  20773.5  
0.279342  20349.8  
0.299144  21183.8  
0.311496  20280.7  
0.275205  18675.3  
0.30459  20983  
0.280534  20422.2  
0.322659  18717.7  
0.302248  20217.7  
0.290127  21055.7  
0.293324  20923.4  
0.292519  19288.2  
0.315275  20791.3  
0.27846  18986.6  
0.324  19339.5  
0.285595  18010.9  
0.292219  18708.1  
0.278612  21582.2  
0.317376  21853.6  
0.285533  18879.3  
0.309707  21299.5  
0.308978  21689.8  
0.320423  18889.2  
0.273314  20081.3  
0.282004  21040.8  
0.298926  18644.4  
0.307269  18986.3  
0.307052  21918.5  
0.319763  18337.6  
0.302557  20634.7  
0.317885  19935.8  
0.318341  20299.7  
0.317928  21973.9  
0.314485  19791.1  
0.310517  18195.6  
0.302533  19891.4  
0.275288  21193.2  
0.318672  19983.8  
0.30356  18237.5  
0.312213  21582.6  
0.283683  21332.1  
0.304309  20749.4  
0.271231  21996.2  
0.32159  19140.8  
0.314109  21684.1  
0.274232  21956.6  
0.294104  19812.1  
0.290835  18957.3  
0.297907  21116.4  
0.329059  21867.5  
0.283561  18819.4  
0.302504  21534.6  
0.294258  20551.8  
0.29514  18282.6  
0.318336  21631.5  
0.318283  19234.5  
0.325095  20434.6  
0.304419  19866.1  
0.301315  18899  
0.305753  20193.4  
0.276769  21584.1  
0.303494  21180.9  
0.31921  19896.1  
0.27697  19916.4  
0.319017  21172.1  
0.316393  18941.9  
0.272082  18793  
0.324233  21744  
0.272267  19807.5  
0.291668  19816.6  
0.324726  21221.2  
0.285359  20313.7  
0.272536  21268.4  
0.27119  20039.1  
0.31202  21927.8  
0.274553  21714.4  
0.271144  19230.5  
0.279991  20773.9  
0.300753  19638.6  
0.276826  18131.5  
0.280305  20170.1  
0.328966  18878.7  
0.282717  19645.4  
0.320595  20428.9  
0.29633  19782.6  
0.316844  19014  
0.271134  18515.4  
0.277694  20463.6  
0.308869  18086.6  
0.293108  20724  
0.291811  19269  
0.324003  21914.1  
0.324477  20381.2  
0.318343  20567.7  
0.308204  21639.9  
0.301444  21791.4  
0.278609  19774.7  
0.30019  18502.4  
0.313941  20024.5  
0.295092  18945.3  
0.274246  20497.2  
0.280222  18490.1  
0.316193  20296.6  
0.295251  20276.8  
0.321684  21758  
0.281494  18716.8  
0.315635  21649.3  
0.316877  21730.7  
0.278329  18666.9  
0.278435  18181.2  
0.286161  21823  
0.289976  19656.5  
0.30483  20084.6  
0.318421  21476.7  
0.273851  18244.1  
0.283579  20262.5  
0.285806  20696.5  
0.285646  19981.8  
0.327451  19451.4  
0.276626  21978.9  
0.311123  20465.3  
0.303873  19659.2  
0.275565  20076.3  
0.316338  21737.5  
0.311723  20024.4  
0.292941  21383.8  
0.30888  21574.8  
0.307448  19187.5  
0.299217  19952.5  
0.28714  19467.1  
0.305485  20938.2  
0.28997  21217.2  
0.279172  18235.4  
0.270544  21569.6  
0.328136  20298.6  
0.326697  21880.2  
0.313029  20350.4  
0.287987  21913.6  
0.3132  19351.5  
0.320981  18449.5  
0.326981  19568.8  
0.28405  21383.4  
0.282443  18541.4  
0.324269  19066.5  
0.279348  19473.7  
0.288463  19770.8  
0.321765  18943.9  
0.290716  20891.7  
0.325889  20367  
0.285712  20967.7  
0.325288  21774.1  
0.280573  18153.9  
0.310239  19155  
0.292847  19333.7  
0.311852  20353.2  
0.282948  19582.5  
0.312517  20046.1  
0.276177  21695.5  
0.315754  20382.9  
0.315136  21140  
0.294773  21752.6  
0.273752  20643.1  
0.28126  18124.1  
0.322734  18183.9  
0.318085  18033.9  
0.30302  19646.5  
0.323254  20121  
0.324177  20106.1  
0.278796  21295.2  
0.325224  18243.3  
0.315593  21574.1  
0.322723  20068.1  
0.289603  20545.5  
0.304258  18519.6  
0.287988  21977.9  
0.293422  20272.9  
0.288635  21288.5  
0.288291  20956  
0.318955  21651.1  
0.298268  21618.6  
0.317883  19196.3  
0.294523  20060  
0.312952  21340.5  
0.284215  19839.2  
0.305961  21461.5  
0.282107  18358.5  
0.278337  20263.6  
0.312751  20902  
0.275945  20802.3  
0.304629  20554.8  
0.27773  18150.6  
0.294325  20622.1  
0.277044  21930  
0.311458  20636.1  
0.302381  19886.4  
0.295838  20118.7  
0.284603  20778.4  
0.293288  18836.7  
0.313347  20823.4  
0.291726  19034  
0.303822  21296  
0.306221  19126.4  
0.289461  20032  
0.328861  21751.4  
0.287793  21977.5  
0.319425  21939.9  
